"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"42744",2,1,1,1,2,1
"42745",1,1,2,2,1,2
"42746",1,2,1,1,1,1
"42747",2,1,2,2,2,2
"42748",2,2,2,2,2,2
"42749",2,1,2,2,2,2
"42750",1,1,2,1,1,1
"42751",1,1,2,2,1,1
"42752",1,2,1,1,1,1
"42753",1,1,1,2,1,1
"42754",2,1,2,2,2,2
"42755",1,2,1,2,1,1
"42756",1,2,1,1,1,1
"42757",2,1,1,2,1,1
"42758",1,1,2,1,1,1
"42759",2,2,2,2,2,1
"42760",2,2,2,2,2,2
"42761",2,1,2,2,2,2
"42762",2,1,2,2,2,2
"42763",2,1,2,2,2,2
"42764",2,1,2,1,2,2
"42765",2,1,2,2,2,2
"42766",2,1,2,2,2,2
"42767",2,1,1,2,1,1
"42768",2,1,2,2,2,2
"42769",2,1,2,2,2,2
"42770",1,2,1,2,1,1
"42771",1,1,2,1,2,2
"42772",1,1,1,1,1,1
"42773",1,2,1,2,1,1
"42774",1,1,1,1,1,1
"42775",2,1,2,2,2,2
"42776",2,1,2,1,2,2
"42777",2,1,2,2,2,2
"42778",2,1,2,1,1,2
"42779",2,1,2,2,2,2
"42780",1,1,1,1,1,1
"42781",2,2,2,2,1,1
"42782",2,1,2,2,2,2
"42783",2,1,2,1,2,1
"42784",2,1,2,1,2,1
"42785",2,1,2,2,2,1
"42786",2,1,2,2,1,1
"42787",2,1,2,2,2,2
"42788",1,1,2,1,2,1
"42789",1,2,1,2,1,1
"42790",2,1,1,1,2,1
"42791",2,1,1,1,2,2
"42792",2,1,2,2,2,2
"42793",2,1,2,2,2,2
"42794",2,1,2,2,2,1
"42795",1,1,1,1,2,2
"42796",1,2,2,2,1,1
"42797",2,1,2,2,2,1
"42798",2,1,2,2,1,1
"42799",2,1,2,2,2,2
"42800",2,1,2,1,2,2
"42801",1,1,2,1,1,1
"42802",2,1,2,2,2,2
"42803",1,1,2,2,1,1
"42804",1,1,1,1,1,1
"42805",2,1,2,1,2,1
"42806",1,2,1,1,1,1
"42807",2,1,2,2,2,2
"42808",2,1,1,2,1,1
"42809",2,1,2,2,2,2
"42810",1,2,1,2,1,1
"42811",2,2,2,2,1,2
"42812",1,1,2,2,2,2
"42813",1,2,2,2,1,2
"42814",2,2,2,2,1,1
"42815",1,1,1,1,1,1
"42816",2,1,1,2,2,2
"42817",2,2,1,2,2,1
"42818",1,2,2,2,2,1
"42819",2,1,2,2,2,2
"42820",1,2,1,2,1,1
"42821",2,1,2,2,2,2
"42822",2,1,1,2,2,2
"42823",2,1,2,2,2,1
"42824",2,1,1,1,2,2
"42825",1,1,2,2,2,1
"42826",1,2,2,1,1,1
"42827",2,1,2,2,2,2
"42828",2,1,2,2,2,2
"42829",1,2,1,1,1,1
"42830",1,1,1,1,1,1
"42831",NA,2,1,2,2,1
"42832",1,1,1,2,1,1
"42833",2,1,2,2,2,2
"42834",1,1,1,1,1,1
"42835",1,2,1,1,1,2
"42836",2,1,2,1,2,2
"42837",2,1,2,2,2,2
"42838",1,2,2,1,1,2
"42839",1,1,1,1,1,1
"42840",2,1,2,1,1,2
"42841",1,1,1,1,2,1
"42842",1,1,1,1,1,1
"42843",2,1,2,2,2,2
"42844",2,1,2,2,2,2
"42845",1,1,1,1,1,1
"42846",2,1,2,2,2,2
"42847",2,1,2,2,2,2
"42848",2,1,2,1,1,2
"42849",2,1,1,2,2,2
"42850",2,1,2,2,2,1
"42851",1,1,2,2,1,1
"42852",2,1,2,2,2,2
"42853",1,1,1,1,1,1
"42854",1,2,1,2,1,2
"42855",2,2,1,2,2,2
"42856",1,2,1,2,1,1
"42857",2,1,1,2,2,1
"42858",1,2,1,2,1,1
"42859",1,1,1,1,1,2
"42860",2,1,1,1,2,2
"42861",2,1,2,2,2,2
"42862",2,1,2,1,2,2
"42863",2,1,2,2,2,2
"42864",1,1,2,2,2,1
"42865",1,2,1,2,1,1
"42866",1,1,1,1,1,1
"42867",2,1,2,2,2,2
"42868",2,1,1,2,2,2
"42869",1,1,1,1,1,1
"42870",2,1,1,2,2,1
"42871",2,1,2,2,2,2
"42872",2,1,2,2,2,2
"42873",2,1,2,2,1,1
"42874",2,1,2,2,2,2
"42875",1,2,1,2,1,1
"42876",2,1,2,1,2,2
"42877",2,1,2,2,2,1
"42878",2,1,2,2,2,2
"42879",2,1,2,1,2,1
"42880",2,1,2,2,1,2
"42881",2,1,1,1,2,1
"42882",2,2,2,1,2,2
"42883",2,1,2,2,2,2
"42884",1,1,2,2,1,1
"42885",1,1,2,1,1,2
"42886",1,2,1,2,1,1
"42887",2,1,2,2,2,1
"42888",1,1,2,1,2,2
"42889",1,1,2,1,1,2
"42890",2,1,2,2,2,1
"42891",1,1,1,1,2,2
"42892",1,1,2,1,2,2
"42893",2,2,2,2,2,1
"42894",1,1,2,1,1,2
"42895",2,1,2,2,2,2
"42896",2,1,2,2,2,2
"42897",2,1,2,2,2,2
"42898",1,2,1,2,1,2
"42899",1,2,1,2,1,1
"42900",2,1,2,2,2,2
"42901",2,1,2,1,1,1
"42902",2,1,2,2,2,2
"42903",2,1,2,2,2,1
"42904",1,2,1,2,1,1
"42905",1,2,1,1,2,2
"42906",2,1,2,2,2,2
"42907",2,1,2,2,2,2
"42908",1,1,1,1,1,1
"42909",2,1,2,2,1,1
"42910",1,1,1,1,2,1
"42911",2,2,1,2,2,2
"42912",2,1,2,2,2,2
"42913",1,1,1,1,1,2
"42914",1,1,2,2,2,1
"42915",2,1,2,2,2,2
"42916",2,1,2,2,2,2
"42917",2,2,2,1,2,1
"42918",1,2,1,1,1,1
"42919",2,2,2,1,1,2
"42920",1,2,1,1,1,1
"42921",1,1,1,1,1,1
"42922",2,1,2,2,2,2
"42923",2,2,2,2,1,2
"42924",2,1,1,1,1,1
"42925",2,1,2,2,1,2
"42926",1,1,2,1,1,1
"42927",2,1,2,2,1,2
"42928",2,1,2,2,1,1
"42929",2,1,2,2,1,1
"42930",2,2,1,2,1,1
"42931",2,1,2,2,2,2
"42932",2,2,2,2,2,2
"42933",2,1,2,2,2,1
"42934",2,2,1,2,2,2
"42935",2,1,2,2,1,1
"42936",2,2,1,2,2,1
"42937",2,1,2,1,2,2
"42938",2,1,2,2,2,2
"42939",2,1,2,2,2,2
"42940",2,1,2,2,2,2
"42941",2,1,2,2,2,2
"42942",2,1,1,2,2,2
"42943",2,1,2,2,2,2
"42944",2,1,2,2,2,2
"42945",1,2,1,2,1,1
"42946",2,1,1,2,2,2
"42947",2,2,1,2,2,2
"42948",2,1,2,1,2,2
"42949",1,1,1,2,1,1
"42950",1,2,1,1,1,1
"42951",2,1,2,2,2,2
"42952",1,2,1,2,1,1
"42953",2,2,2,2,1,2
"42954",1,2,1,2,1,1
"42955",2,1,2,2,2,2
"42956",2,1,1,1,1,1
"42957",NA,NA,2,1,1,1
"42958",2,1,2,2,2,2
"42959",1,2,1,1,1,1
"42960",2,1,2,2,2,2
"42961",1,1,2,2,1,1
"42962",2,1,2,2,2,2
"42963",2,1,2,2,2,1
"42964",1,2,1,1,1,1
"42965",2,1,2,2,2,2
"42966",2,1,1,1,1,1
"42967",2,2,1,1,2,2
"42968",2,1,2,2,2,1
"42969",2,2,2,2,2,2
"42970",NA,NA,2,2,2,2
"42971",2,1,2,2,2,2
"42972",1,1,2,1,2,2
"42973",2,1,2,2,2,2
"42974",2,1,2,2,2,2
"42975",2,1,1,2,1,1
"42976",2,1,2,1,2,2
"42977",1,2,2,2,1,1
"42978",2,1,2,2,1,2
"42979",2,2,2,2,1,2
"42980",1,1,2,1,2,2
"42981",1,2,1,2,1,1
"42982",1,2,1,1,1,1
"42983",2,1,1,2,1,2
"42984",2,1,1,2,1,1
"42985",1,2,1,2,1,1
"42986",2,1,2,2,2,2
"42987",2,1,2,1,1,1
"42988",2,1,2,1,2,2
"42989",2,1,2,2,2,2
"42990",2,1,2,2,2,2
"42991",2,1,2,1,1,2
"42992",2,1,2,2,2,2
"42993",2,1,1,1,1,1
"42994",1,2,1,2,1,1
"42995",2,1,2,2,1,2
"42996",2,1,2,2,2,2
"42997",2,1,2,1,2,2
"42998",2,1,1,2,2,2
"42999",2,1,2,2,1,2
"43000",1,2,1,2,1,1
"43001",1,1,1,1,1,1
"43002",1,2,1,1,1,1
"43003",2,1,2,1,2,1
"43004",2,2,1,2,1,1
"43005",2,1,2,2,2,2
"43006",2,1,2,2,2,2
"43007",2,2,2,2,1,1
"43008",2,1,2,1,2,2
"43009",1,2,1,1,1,1
"43010",2,1,1,1,2,1
"43011",2,1,2,2,2,2
"43012",2,1,2,1,2,2
"43013",1,2,2,2,1,1
"43014",1,2,1,2,1,2
"43015",1,2,1,2,1,1
"43016",1,2,1,1,1,1
"43017",2,1,2,2,2,2
"43018",1,2,2,2,2,2
"43019",1,1,1,1,1,1
"43020",NA,1,1,1,1,2
"43021",2,1,2,2,2,2
"43022",2,1,2,2,2,2
"43023",1,1,1,1,1,1
"43024",1,1,2,2,2,2
"43025",1,1,1,1,1,1
"43026",2,1,2,2,2,2
"43027",2,1,2,2,2,2
"43028",2,1,2,1,2,1
"43029",1,2,1,2,1,1
"43030",1,2,1,2,1,1
"43031",2,2,2,2,2,2
"43032",2,1,2,2,2,2
"43033",1,1,1,2,2,1
"43034",2,2,2,2,1,1
"43035",1,1,1,1,2,1
"43036",1,2,1,2,1,1
"43037",2,1,2,2,1,1
"43038",2,1,2,2,2,2
"43039",2,1,2,2,2,2
"43040",2,1,2,2,2,2
"43041",2,1,1,2,1,1
"43042",1,1,2,1,2,2
"43043",2,1,2,2,1,2
"43044",2,1,2,2,1,2
"43045",2,2,2,2,1,2
"43046",2,1,2,1,2,1
"43047",2,1,1,2,1,2
"43048",2,1,2,2,2,2
"43049",1,2,1,2,1,1
"43050",2,1,2,2,2,1
"43051",1,2,1,2,1,1
"43052",2,1,2,2,2,2
"43053",2,1,2,2,2,2
"43054",1,2,1,2,1,1
"43055",2,1,1,1,1,1
"43056",2,1,2,2,2,2
"43057",2,1,2,1,1,1
"43058",2,1,2,2,2,2
"43059",1,2,1,2,1,1
"43060",1,2,1,1,1,1
"43061",2,1,2,2,2,2
"43062",2,1,1,2,2,2
"43063",2,1,2,2,2,1
"43064",2,1,2,2,2,2
"43065",2,2,2,2,2,2
"43066",2,1,2,2,2,1
"43067",2,1,2,2,2,2
"43068",2,1,2,2,2,2
"43069",2,1,2,2,2,1
"43070",2,1,2,2,2,2
"43071",2,1,2,2,2,2
"43072",1,1,2,1,1,2
"43073",1,1,2,1,1,1
"43074",2,2,1,2,1,1
"43075",2,1,2,2,2,2
"43076",2,1,1,1,1,1
"43077",2,1,2,2,1,2
"43078",2,1,2,2,2,2
"43079",2,1,2,2,2,2
"43080",2,1,1,2,2,2
"43081",2,1,2,1,2,1
"43082",1,1,1,1,2,1
"43083",1,2,1,1,1,1
"43084",2,1,2,2,2,2
"43085",1,1,1,1,1,1
"43086",2,1,2,2,2,2
"43087",2,1,2,2,2,2
"43088",2,1,1,2,2,1
"43089",2,1,2,2,2,2
"43090",2,1,2,1,1,1
"43091",2,1,2,2,2,2
"43092",2,2,2,2,2,2
"43093",2,1,2,2,2,2
"43094",1,2,1,1,1,1
"43095",1,2,2,2,2,1
"43096",2,1,2,2,1,2
"43097",2,1,2,2,2,2
"43098",2,1,2,2,1,2
"43099",2,1,2,2,2,2
"43100",2,1,2,2,2,2
"43101",2,1,1,1,1,2
"43102",1,2,1,2,1,1
"43103",2,1,2,2,2,1
"43104",1,1,1,1,1,1
"43105",1,2,2,2,2,2
"43106",2,1,1,2,1,2
"43107",2,1,2,2,2,2
"43108",2,2,1,2,2,1
"43109",1,2,1,1,1,1
"43110",2,1,2,2,2,2
"43111",1,1,1,1,1,1
"43112",2,1,2,1,1,1
"43113",2,1,2,2,1,1
"43114",1,1,2,1,1,1
"43115",2,1,2,2,1,2
"43116",2,1,2,2,2,2
"43117",1,2,1,2,2,2
"43118",2,1,2,2,1,2
"43119",2,2,2,2,2,2
"43120",2,1,1,2,2,2
"43121",1,1,2,2,1,2
"43122",2,2,1,2,1,2
"43123",1,1,1,1,1,1
"43124",2,2,1,2,2,2
"43125",2,1,2,2,2,1
"43126",2,1,2,2,2,2
"43127",2,1,2,2,2,2
"43128",1,2,1,1,1,2
"43129",2,1,1,2,1,1
"43130",2,1,1,2,1,1
"43131",1,1,1,2,2,1
"43132",2,1,2,2,2,2
"43133",1,1,1,1,1,1
"43134",1,2,2,2,1,1
"43135",NA,NA,2,2,2,2
"43136",1,1,2,2,2,2
"43137",2,1,2,2,2,2
"43138",2,1,2,2,2,2
"43139",1,2,1,2,1,1
"43140",2,1,1,2,2,1
"43141",2,1,2,2,1,2
"43142",1,1,2,2,1,1
"43143",1,1,2,2,1,1
"43144",2,1,2,2,2,2
"43145",2,1,2,2,2,2
"43146",1,2,2,1,1,1
"43147",1,2,1,1,1,1
"43148",2,1,2,2,1,2
"43149",1,1,1,1,2,1
"43150",2,1,2,2,1,1
"43151",2,1,2,2,2,2
"43152",1,2,1,2,1,1
"43153",2,1,1,2,2,2
"43154",1,2,1,2,1,1
"43155",2,1,1,1,1,1
"43156",1,1,2,2,1,1
"43157",2,2,2,2,2,1
"43158",1,2,1,1,1,2
"43159",2,2,1,2,1,1
"43160",2,1,2,2,1,2
"43161",2,1,2,2,2,2
"43162",2,2,2,2,2,2
"43163",2,1,2,2,2,2
"43164",1,1,1,1,1,2
"43165",2,1,2,2,2,1
"43166",2,1,2,2,2,2
"43167",2,1,2,2,1,1
"43168",2,1,1,1,2,1
"43169",2,1,2,2,2,2
"43170",2,2,1,1,1,1
"43171",1,2,1,2,2,1
"43172",1,1,1,1,2,1
"43173",2,1,2,2,2,2
"43174",2,1,2,1,2,1
"43175",2,1,2,2,2,1
"43176",2,1,1,2,1,1
"43177",1,2,1,1,1,1
"43178",2,1,2,2,2,1
"43179",1,1,1,1,2,2
"43180",2,1,2,2,2,2
"43181",2,1,2,2,2,2
"43182",1,1,1,2,1,1
"43183",2,1,2,2,2,1
"43184",2,1,2,2,2,2
"43185",1,1,1,1,1,1
"43186",2,1,2,1,2,2
"43187",1,1,2,2,1,1
"43188",2,2,2,2,1,1
"43189",1,1,1,1,1,1
"43190",2,2,2,2,2,2
"43191",2,1,2,1,2,2
"43192",1,2,2,2,1,2
"43193",2,1,2,2,2,2
"43194",1,1,1,1,1,1
"43195",2,1,2,2,2,1
"43196",1,2,1,2,1,1
"43197",1,2,1,2,1,1
"43198",2,1,2,2,2,2
"43199",1,2,1,2,2,1
"43200",1,1,1,1,1,1
"43201",2,1,2,2,1,2
"43202",2,1,2,2,2,2
"43203",2,1,2,2,2,1
"43204",2,1,1,2,2,2
"43205",2,1,2,2,2,2
"43206",1,1,1,1,1,1
"43207",2,1,2,2,2,2
"43208",2,1,2,2,2,2
"43209",2,1,1,2,2,2
"43210",2,1,2,2,2,1
"43211",2,1,2,2,2,2
"43212",2,2,2,2,2,2
"43213",2,1,2,2,2,2
"43214",1,1,1,1,2,1
"43215",1,1,2,2,2,2
"43216",2,1,2,2,1,2
"43217",2,2,1,2,2,2
"43218",2,1,2,1,2,2
"43219",2,1,2,1,2,2
"43220",2,1,2,2,2,2
"43221",2,1,2,2,2,2
"43222",2,1,2,2,1,2
"43223",1,1,1,1,1,1
"43224",2,1,2,2,2,2
"43225",2,1,2,2,2,2
"43226",2,1,2,2,2,2
"43227",2,2,2,2,2,2
"43228",2,1,1,1,1,1
"43229",1,2,1,2,1,1
"43230",2,1,2,2,2,2
"43231",2,1,2,2,2,2
"43232",2,1,2,1,2,2
"43233",2,1,2,2,1,2
"43234",2,1,2,2,2,2
"43235",1,1,1,1,1,1
"43236",1,2,1,2,1,1
"43237",2,1,2,2,2,2
"43238",2,1,2,2,1,2
"43239",2,2,2,2,2,1
"43240",1,2,1,1,1,1
"43241",1,2,1,2,1,1
"43242",2,1,2,2,2,1
"43243",1,1,1,1,1,1
"43244",1,1,1,1,1,1
"43245",2,1,2,1,2,1
"43246",2,1,2,2,2,2
"43247",2,1,2,2,1,2
"43248",2,1,2,2,2,1
"43249",1,2,1,2,1,1
"43250",2,1,2,2,2,2
"43251",2,1,2,2,2,2
"43252",NA,1,2,1,2,2
"43253",1,1,1,1,1,1
"43254",2,1,2,2,2,2
"43255",2,1,1,2,2,2
"43256",2,2,2,1,1,1
"43257",1,1,1,1,1,1
"43258",2,1,1,2,2,2
"43259",1,2,1,1,2,2
"43260",2,1,1,2,1,2
"43261",2,1,2,2,2,2
"43262",1,1,2,1,1,2
"43263",1,1,2,1,1,1
"43264",2,2,2,2,2,2
"43265",2,1,2,1,2,2
"43266",2,1,2,2,2,2
"43267",1,1,1,1,1,1
"43268",1,2,1,2,1,1
"43269",1,2,2,2,1,1
"43270",2,1,2,2,2,2
"43271",2,1,2,1,2,2
"43272",2,1,2,2,2,2
"43273",2,1,2,2,1,1
"43274",2,1,2,2,2,2
"43275",2,1,2,2,2,2
"43276",2,1,2,2,2,2
"43277",2,2,2,2,2,2
"43278",2,2,2,2,2,1
"43279",2,1,2,2,2,1
"43280",2,1,2,2,2,2
"43281",2,1,2,2,2,2
"43282",2,1,2,2,2,2
"43283",1,2,1,2,1,2
"43284",2,1,2,2,1,1
"43285",2,1,2,2,2,2
"43286",2,1,2,2,2,2
"43287",2,1,1,1,1,2
"43288",2,1,2,2,2,1
"43289",1,1,1,2,1,1
"43290",2,1,2,2,2,2
"43291",2,1,2,2,2,2
"43292",1,2,1,1,2,2
"43293",2,1,2,2,2,1
"43294",2,1,2,2,2,2
"43295",2,1,2,2,2,2
"43296",2,1,2,2,2,2
"43297",2,1,2,2,2,2
"43298",2,1,2,2,2,1
"43299",2,1,2,2,2,2
"43300",2,1,1,1,2,1
"43301",2,1,2,1,2,2
"43302",1,2,1,2,1,1
"43303",2,1,2,2,2,2
"43304",2,1,1,1,1,1
"43305",2,1,1,2,2,1
"43306",1,1,1,1,1,2
"43307",2,2,2,2,2,2
"43308",2,1,1,1,2,1
"43309",2,1,2,2,2,2
"43310",2,1,2,2,2,2
"43311",2,1,2,1,1,2
"43312",1,2,1,1,1,1
"43313",2,1,2,1,2,2
"43314",1,1,2,2,1,2
"43315",2,1,1,2,1,2
"43316",1,1,2,1,1,1
"43317",2,1,2,2,2,2
"43318",2,1,1,2,1,1
"43319",2,1,2,2,1,2
"43320",2,1,1,1,1,1
"43321",2,1,1,2,1,2
"43322",1,1,1,1,1,1
"43323",2,1,2,2,2,2
"43324",2,1,2,2,1,1
"43325",2,1,2,2,2,2
"43326",2,1,2,2,2,2
"43327",1,1,1,1,1,1
"43328",1,1,2,1,1,1
"43329",2,2,1,2,1,1
"43330",2,2,2,2,1,2
"43331",2,1,2,2,2,1
"43332",1,1,1,1,2,1
"43333",2,2,2,2,2,2
"43334",2,1,2,2,2,2
"43335",1,1,2,2,1,2
"43336",1,2,1,2,1,1
"43337",2,1,2,2,2,2
"43338",2,2,2,2,2,2
"43339",1,2,1,1,1,1
"43340",2,2,2,2,2,2
"43341",2,1,2,2,2,2
"43342",1,1,2,1,1,1
"43343",2,1,NA,2,2,2
"43344",2,1,2,2,2,2
"43345",2,1,2,2,2,2
"43346",2,1,2,2,2,2
"43347",1,1,1,1,1,1
"43348",2,1,2,2,2,2
"43349",1,1,2,2,1,2
"43350",1,2,1,2,1,1
"43351",2,1,2,2,2,2
"43352",2,1,1,1,1,1
"43353",1,2,1,1,2,2
"43354",1,2,1,1,1,1
"43355",2,2,1,2,1,1
"43356",2,1,2,2,2,2
"43357",1,2,2,1,1,1
"43358",2,1,2,2,1,2
"43359",2,1,2,2,2,2
"43360",2,1,1,2,1,1
"43361",1,1,2,2,2,1
"43362",1,1,1,1,1,1
"43363",2,1,2,2,1,1
"43364",2,1,2,1,2,2
"43365",1,2,1,1,1,2
"43366",1,1,2,2,2,2
"43367",1,1,1,1,1,2
"43368",2,1,1,2,2,1
"43369",1,2,2,2,1,2
"43370",2,1,1,2,2,2
"43371",1,1,2,2,1,2
"43372",2,1,2,2,2,2
"43373",2,1,1,2,2,2
"43374",2,1,2,2,2,2
"43375",2,1,2,2,2,2
"43376",2,1,2,1,2,1
"43377",1,1,1,1,1,1
"43378",2,1,2,2,2,2
"43379",2,2,2,2,2,2
"43380",2,1,2,2,2,2
"43381",2,1,2,2,2,1
"43382",2,1,2,1,2,2
"43383",2,1,2,2,2,2
"43384",2,1,2,2,1,2
"43385",2,1,2,2,1,2
"43386",1,2,1,2,1,1
"43387",2,1,2,2,1,1
"43388",2,1,1,2,1,1
"43389",2,1,2,1,2,2
"43390",1,2,1,2,1,1
"43391",1,2,1,2,1,1
"43392",1,1,1,1,1,1
"43393",1,1,2,2,2,2
"43394",2,1,1,2,2,1
"43395",2,1,2,2,2,2
"43396",1,2,2,1,1,1
"43397",2,1,2,2,2,2
"43398",2,1,1,1,2,2
"43399",2,1,2,2,2,1
"43400",2,1,2,2,2,2
"43401",2,1,2,1,2,2
"43402",1,1,1,1,2,1
"43403",2,1,2,2,2,2
"43404",1,1,2,1,2,1
"43405",2,1,1,2,1,2
"43406",2,1,2,2,1,2
"43407",2,1,2,2,2,2
"43408",2,1,2,2,2,2
"43409",2,1,2,2,2,2
"43410",2,1,2,2,2,1
"43411",2,1,1,1,2,2
"43412",2,2,1,2,1,1
"43413",2,1,2,2,2,2
"43414",1,2,1,1,1,1
"43415",2,1,2,1,2,2
"43416",1,2,1,1,1,1
"43417",2,1,2,2,1,1
"43418",2,1,2,2,1,2
"43419",2,1,2,2,1,1
"43420",2,1,2,2,2,2
"43421",2,1,2,2,2,2
"43422",2,1,2,2,2,2
"43423",2,1,2,2,2,2
"43424",1,1,1,1,1,1
"43425",2,1,1,2,2,2
"43426",2,1,2,2,2,2
"43427",1,2,2,2,1,1
"43428",2,1,2,2,2,2
"43429",2,1,2,2,1,2
"43430",1,1,1,1,1,1
"43431",2,1,2,2,2,2
"43432",2,2,2,2,2,2
"43433",2,1,2,2,1,1
"43434",1,2,1,1,1,1
"43435",2,1,2,1,1,2
"43436",2,1,2,2,2,2
"43437",2,1,2,2,2,2
"43438",2,2,2,2,2,2
"43439",2,1,1,1,2,1
"43440",2,2,2,2,2,2
"43441",2,1,1,2,1,2
"43442",2,1,1,2,1,1
"43443",2,1,2,2,1,2
"43444",2,1,2,2,1,1
"43445",2,1,2,1,2,2
"43446",2,1,2,2,2,2
"43447",2,1,2,2,2,1
"43448",2,1,2,2,2,2
"43449",2,1,2,2,2,2
"43450",1,1,1,1,1,1
"43451",2,1,2,2,1,2
"43452",2,1,1,2,2,1
"43453",2,1,2,1,2,2
"43454",1,2,1,1,1,1
"43455",2,1,2,2,1,1
"43456",2,1,1,2,1,1
"43457",1,1,1,1,1,1
"43458",1,2,1,2,1,2
"43459",2,1,2,2,2,1
"43460",2,1,1,2,2,2
"43461",2,1,2,2,2,2
"43462",1,2,2,2,1,2
"43463",2,1,2,2,2,2
"43464",1,1,1,1,1,2
"43465",2,1,NA,2,1,1
"43466",1,2,2,2,1,1
"43467",1,1,1,1,2,1
"43468",1,2,2,1,1,1
"43469",2,1,2,2,1,2
"43470",1,2,1,2,1,2
"43471",2,1,2,2,2,1
"43472",2,1,1,1,1,2
"43473",1,1,1,1,1,1
"43474",2,1,2,2,1,1
"43475",1,2,2,1,2,1
"43476",2,1,1,2,1,2
"43477",2,1,2,2,2,2
"43478",2,1,1,2,1,1
"43479",2,1,2,2,2,2
"43480",2,1,2,2,1,2
"43481",2,1,2,2,2,2
"43482",2,1,2,2,2,2
"43483",2,1,2,2,2,2
"43484",2,2,1,2,1,2
"43485",2,1,2,2,2,1
"43486",2,1,2,2,2,2
"43487",2,1,2,2,1,2
"43488",2,1,2,2,2,2
"43489",1,2,1,2,1,1
"43490",2,1,2,2,2,1
"43491",1,2,1,2,1,1
"43492",2,1,2,2,2,1
"43493",1,2,1,2,1,1
"43494",2,1,2,2,2,2
"43495",2,1,2,2,1,1
"43496",2,1,2,2,2,2
"43497",2,1,2,2,2,2
"43498",2,1,2,2,2,2
"43499",1,2,1,1,1,1
"43500",2,1,2,2,2,2
"43501",1,1,1,1,1,1
"43502",2,1,2,1,1,1
"43503",2,1,2,2,2,1
"43504",2,1,1,2,1,1
"43505",1,1,2,2,1,2
"43506",2,1,2,2,2,2
"43507",1,1,2,2,2,2
"43508",1,2,1,2,1,1
"43509",1,2,2,2,1,1
"43510",1,1,2,2,2,2
"43511",2,2,2,2,1,2
"43512",2,1,1,1,1,2
"43513",2,1,2,2,2,1
"43514",2,1,2,2,2,2
"43515",2,1,2,2,2,2
"43516",2,1,2,1,1,2
"43517",1,1,1,1,2,1
"43518",2,1,2,2,2,2
"43519",2,1,2,2,2,2
"43520",2,2,2,2,2,1
"43521",1,1,1,2,1,1
"43522",1,2,2,2,1,1
"43523",2,1,2,2,2,2
"43524",1,2,2,2,2,1
"43525",1,2,1,1,1,1
"43526",2,1,2,2,2,2
"43527",2,1,2,2,2,2
"43528",1,1,1,2,1,1
"43529",1,1,1,1,1,1
"43530",1,1,1,1,1,1
"43531",2,1,2,2,2,2
"43532",1,2,1,1,1,1
"43533",2,2,1,2,1,1
"43534",1,2,1,2,1,1
"43535",1,1,2,1,2,1
"43536",1,2,1,1,1,1
"43537",1,1,1,1,1,1
"43538",1,2,1,2,1,1
"43539",2,1,2,2,2,2
"43540",2,1,1,2,2,2
"43541",2,1,2,2,2,2
"43542",2,1,2,2,2,2
"43543",2,1,2,2,1,1
"43544",2,2,2,2,2,2
"43545",1,1,1,1,1,1
"43546",1,2,1,1,2,1
"43547",1,1,2,1,1,1
"43548",2,1,1,2,2,2
"43549",1,1,2,2,1,1
"43550",2,1,1,2,2,2
"43551",1,2,1,2,1,1
"43552",1,2,1,2,1,1
"43553",1,1,1,1,1,2
"43554",2,2,2,2,2,2
"43555",2,1,2,2,2,1
"43556",1,1,1,1,1,1
"43557",1,2,1,2,1,1
"43558",2,1,2,2,2,2
"43559",1,2,2,2,1,1
"43560",2,1,2,2,2,2
"43561",2,1,1,2,2,1
"43562",1,2,1,1,1,1
"43563",1,1,1,1,1,1
"43564",2,1,2,2,2,2
"43565",2,1,1,1,1,2
"43566",2,1,1,2,2,2
"43567",2,1,2,1,2,2
"43568",2,2,1,2,1,2
"43569",1,1,1,1,1,1
"43570",2,1,1,1,1,2
"43571",1,1,1,1,1,1
"43572",1,2,2,2,2,1
"43573",2,1,1,2,1,1
"43574",2,1,2,2,2,2
"43575",1,2,1,2,1,1
"43576",1,1,1,1,1,1
"43577",2,2,2,2,2,1
"43578",2,1,2,2,2,1
"43579",2,1,2,2,2,1
"43580",2,2,1,2,1,1
"43581",2,1,2,2,2,1
"43582",2,1,2,2,2,2
"43583",1,2,1,1,1,1
"43584",2,1,2,2,2,2
"43585",2,1,2,2,2,2
"43586",1,2,1,2,1,1
"43587",2,1,2,2,2,2
"43588",1,1,1,1,2,2
"43589",1,2,2,2,1,1
"43590",2,1,2,2,2,2
"43591",1,2,1,2,1,1
"43592",2,1,2,1,2,2
"43593",1,2,2,2,1,2
"43594",2,1,2,1,2,2
"43595",2,2,2,2,2,2
"43596",1,2,1,1,1,1
"43597",2,2,2,2,2,2
"43598",1,1,2,2,1,1
"43599",2,1,2,2,2,2
"43600",2,1,2,2,2,1
"43601",2,1,2,2,2,1
"43602",2,2,1,2,1,1
"43603",2,1,2,2,2,1
"43604",1,1,1,1,1,1
"43605",2,1,2,2,2,2
"43606",1,1,1,1,1,1
"43607",2,1,2,2,1,1
"43608",2,1,2,2,2,1
"43609",2,2,2,2,2,1
"43610",2,1,2,2,1,2
"43611",2,1,2,2,2,1
"43612",1,2,2,1,1,1
"43613",2,1,2,2,2,2
"43614",1,1,2,2,1,2
