"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"828",1,1,NA,NA,1,1
"829",2,1,NA,NA,2,2
"830",1,2,NA,NA,1,1
"831",1,1,NA,NA,1,1
"832",1,1,NA,NA,1,2
"833",1,2,NA,NA,1,1
"834",2,1,NA,NA,2,1
"835",2,1,NA,NA,2,1
"836",2,1,NA,NA,2,2
"837",1,2,NA,NA,1,1
"838",2,2,NA,NA,2,2
"839",1,1,NA,NA,1,1
"840",2,2,NA,NA,2,2
"841",1,2,NA,NA,1,1
"842",2,1,NA,NA,2,2
"843",2,1,NA,NA,2,2
"844",1,1,NA,NA,1,1
"845",2,1,NA,NA,1,1
"846",NA,1,NA,NA,2,1
"847",2,1,NA,NA,2,2
"848",2,1,NA,NA,2,2
"849",1,1,1,1,1,1
"850",1,1,NA,NA,1,1
"851",2,1,NA,NA,2,1
"852",2,1,NA,NA,2,1
"853",2,1,NA,NA,2,2
"854",2,1,NA,NA,2,2
"855",2,1,NA,NA,2,2
"856",2,1,NA,NA,2,2
"857",2,1,NA,NA,2,1
"858",2,1,NA,NA,2,2
"859",2,1,NA,NA,1,1
"860",1,1,NA,NA,1,1
"861",2,1,NA,NA,2,1
"862",2,2,NA,NA,1,1
"863",2,1,NA,NA,2,1
"864",2,1,NA,NA,2,2
"865",1,1,NA,NA,1,1
"866",1,1,NA,NA,1,1
"867",1,2,NA,NA,1,2
"868",2,2,NA,NA,1,2
"869",1,2,NA,NA,1,1
"870",1,1,NA,NA,1,1
"871",2,1,NA,NA,2,2
"872",2,1,NA,NA,2,1
"873",1,2,NA,NA,1,2
"874",2,1,NA,NA,1,2
"875",2,1,NA,NA,2,2
"876",2,1,NA,NA,2,2
"877",1,1,NA,NA,1,1
"878",1,1,NA,NA,2,2
"879",2,1,NA,NA,2,2
"880",1,1,NA,NA,1,1
"881",1,2,NA,NA,1,1
"882",2,2,NA,NA,1,2
"883",1,2,NA,NA,1,1
"884",2,1,NA,NA,2,2
"885",1,2,NA,NA,1,1
"886",1,1,NA,NA,1,1
"887",1,1,NA,NA,1,1
"888",2,1,NA,NA,2,2
"889",1,1,NA,NA,2,1
"890",1,1,NA,NA,1,1
"891",2,1,NA,NA,2,2
"892",1,1,NA,NA,1,1
"893",2,1,NA,NA,NA,1
"894",2,1,NA,NA,1,2
"895",2,1,NA,NA,2,2
"896",1,1,NA,NA,1,1
"897",1,2,NA,NA,1,1
"898",2,1,NA,NA,2,2
"899",NA,1,NA,NA,2,2
"900",2,1,NA,NA,2,2
"901",2,2,NA,NA,2,2
"902",2,1,NA,NA,2,2
"903",2,1,NA,NA,2,1
"904",1,2,NA,NA,1,1
"905",1,1,NA,NA,2,2
"906",2,1,NA,NA,2,2
"907",2,1,NA,NA,2,2
"908",2,1,NA,NA,2,2
"909",2,1,NA,NA,2,1
"910",1,1,NA,NA,1,1
"911",1,2,NA,NA,1,1
"912",1,2,NA,NA,2,2
"913",2,1,NA,NA,2,2
"914",2,1,NA,NA,2,2
"915",2,1,NA,NA,2,2
"916",2,1,NA,NA,2,2
"917",2,1,NA,NA,2,1
"918",2,1,NA,NA,2,2
"919",1,2,NA,NA,1,1
"920",2,1,NA,NA,2,2
"921",1,1,NA,NA,1,1
"922",2,1,NA,NA,2,2
"923",2,1,NA,NA,2,1
"924",2,1,NA,NA,2,1
"925",1,2,NA,NA,1,1
"926",2,1,NA,NA,2,2
"927",2,1,NA,NA,2,2
"928",2,1,NA,NA,2,2
"929",2,1,NA,NA,2,2
"930",1,2,NA,NA,1,1
"931",2,1,NA,NA,1,1
"932",1,2,NA,NA,1,1
"933",2,1,NA,NA,2,2
"934",2,1,NA,NA,2,2
"935",2,1,NA,NA,2,2
"936",2,1,NA,NA,2,1
"937",1,2,NA,NA,1,1
"938",1,2,NA,NA,1,1
"939",2,2,NA,NA,1,1
"940",2,1,NA,NA,2,2
"941",2,2,NA,NA,2,1
"942",1,1,NA,NA,1,1
"943",1,2,NA,NA,1,1
"944",2,1,NA,NA,1,1
"945",2,1,NA,NA,2,2
"946",1,2,NA,NA,1,2
"947",2,1,NA,NA,2,2
"948",1,2,NA,NA,1,1
"949",2,1,NA,NA,2,2
"950",1,1,NA,NA,1,1
"951",2,2,NA,NA,2,2
"952",2,1,NA,NA,2,2
"953",1,2,NA,NA,1,1
"954",1,1,NA,NA,1,1
"955",1,1,NA,NA,1,1
"956",2,1,NA,NA,2,2
"957",2,1,NA,NA,2,2
"958",2,1,NA,NA,2,2
"959",2,1,NA,NA,2,2
"960",2,1,NA,NA,2,2
"961",2,1,NA,NA,2,2
"962",2,1,NA,NA,2,2
"963",1,1,NA,NA,1,1
"964",1,2,NA,NA,1,1
"965",2,1,NA,NA,2,2
"966",1,1,NA,NA,2,2
"967",2,1,NA,NA,2,1
"968",2,1,NA,NA,2,2
"969",1,2,NA,NA,1,1
"970",2,2,NA,NA,2,2
"971",1,1,NA,NA,1,1
"972",2,1,NA,NA,2,2
"973",1,1,NA,NA,1,1
"974",1,1,NA,NA,1,1
"975",2,1,NA,NA,2,1
"976",2,1,NA,NA,2,2
"977",1,NA,NA,NA,1,1
"978",2,1,NA,NA,2,2
"979",2,1,NA,NA,2,2
"980",2,2,NA,NA,2,1
"981",2,1,NA,NA,2,2
"982",1,1,NA,NA,1,1
"983",2,1,NA,NA,2,2
"984",2,1,NA,NA,2,2
"985",2,1,NA,NA,1,2
"986",2,2,NA,NA,2,1
"987",1,1,NA,NA,1,1
"988",1,2,NA,NA,1,1
"989",2,1,NA,NA,2,2
"990",2,1,NA,NA,2,2
"991",2,1,NA,NA,2,2
"992",2,1,NA,NA,2,1
"993",1,1,1,1,1,1
"994",1,2,NA,NA,1,1
"995",1,2,NA,NA,1,1
"996",2,1,NA,NA,2,2
"997",1,2,1,1,1,1
"998",2,1,NA,NA,2,2
"999",1,1,NA,NA,1,1
"1000",1,2,NA,NA,1,1
"1001",1,2,NA,NA,1,1
"1002",2,2,NA,NA,1,1
"1003",2,1,NA,NA,2,2
"1004",2,1,NA,NA,2,2
"1005",2,1,NA,NA,2,2
"1006",1,2,NA,NA,1,1
"1007",1,2,NA,NA,1,1
"1008",2,1,NA,NA,2,1
"1009",2,1,NA,NA,2,1
"1010",1,1,NA,NA,1,1
"1011",2,1,NA,NA,2,2
"1012",1,2,NA,NA,1,1
"1013",1,1,NA,NA,1,1
"1014",2,1,NA,NA,2,2
"1015",2,1,NA,NA,2,2
"1016",2,1,NA,NA,2,1
"1017",1,1,NA,NA,1,1
"1018",2,1,NA,NA,2,2
"1019",1,2,NA,NA,1,1
"1020",2,1,NA,NA,2,2
"1021",2,1,NA,NA,1,2
"1022",2,1,NA,NA,2,2
"1023",1,1,NA,NA,1,1
"1024",2,1,NA,NA,2,2
"1025",1,1,NA,NA,1,1
"1026",1,2,NA,NA,2,1
"1027",1,1,NA,NA,1,2
"1028",1,2,NA,NA,1,1
"1029",2,2,NA,NA,1,1
"1030",2,1,NA,NA,2,2
"1031",1,2,NA,NA,1,1
"1032",2,1,NA,NA,2,1
"1033",2,2,NA,NA,1,2
"1034",2,1,NA,NA,1,1
"1035",2,1,NA,NA,2,2
"1036",1,2,NA,NA,1,1
"1037",2,1,NA,NA,2,2
"1038",1,1,1,1,1,1
"1039",2,1,NA,NA,1,1
"1040",2,1,NA,NA,2,1
"1041",2,1,NA,NA,2,2
"1042",2,1,NA,NA,2,2
"1043",1,1,NA,NA,1,1
"1044",1,1,NA,NA,1,1
"1045",1,2,NA,NA,1,1
"1046",2,1,NA,NA,2,2
"1047",1,2,NA,NA,1,1
"1048",2,1,NA,NA,2,1
"1049",1,1,NA,NA,2,1
"1050",1,2,NA,NA,1,1
"1051",2,1,NA,NA,1,2
"1052",2,1,NA,NA,2,2
"1053",2,1,2,1,2,1
"1054",2,1,NA,NA,2,1
"1055",2,1,NA,NA,2,2
"1056",2,1,NA,NA,2,2
"1057",2,1,NA,NA,2,1
"1058",2,1,NA,NA,1,1
"1059",1,2,NA,NA,1,1
"1060",2,1,NA,NA,2,2
"1061",2,1,2,2,2,1
"1062",2,1,NA,NA,2,1
"1063",1,1,NA,NA,1,1
"1064",1,1,NA,NA,1,1
"1065",1,1,NA,NA,1,1
"1066",1,2,NA,NA,1,1
"1067",1,2,NA,NA,1,1
"1068",2,1,NA,NA,2,2
"1069",2,1,NA,NA,2,2
"1070",1,2,NA,NA,1,1
"1071",1,2,NA,NA,1,1
"1072",1,2,NA,NA,1,NA
"1073",1,2,NA,NA,1,1
"1074",1,2,NA,NA,1,1
"1075",2,1,NA,NA,1,1
"1076",2,1,NA,NA,2,2
"1077",2,1,NA,NA,2,2
"1078",1,2,NA,NA,1,1
"1079",2,1,NA,NA,2,1
"1080",2,1,NA,NA,2,1
"1081",1,1,NA,NA,1,1
"1082",1,1,NA,NA,1,1
"1083",2,1,NA,NA,2,1
"1084",2,1,NA,NA,2,2
"1085",1,1,NA,NA,1,1
"1086",1,1,NA,NA,1,1
"1087",1,1,NA,NA,1,1
"1088",1,1,NA,NA,2,1
"1089",2,1,NA,NA,1,1
"1090",2,1,NA,NA,2,2
"1091",2,1,NA,NA,2,2
"1092",1,NA,NA,NA,1,1
"1093",1,1,NA,NA,1,1
"1094",2,1,NA,NA,2,1
"1095",2,1,NA,NA,2,2
"1096",1,1,NA,NA,1,1
"1097",2,1,NA,NA,2,2
"1098",2,1,NA,NA,2,2
"1099",1,2,NA,NA,1,1
"1100",2,1,NA,NA,2,2
"1101",1,1,NA,NA,2,1
"1102",2,1,NA,NA,2,2
"1103",1,2,NA,NA,1,1
"1104",2,1,NA,NA,2,2
"1105",2,1,NA,NA,2,1
"1106",2,1,NA,NA,2,2
"1107",2,1,NA,NA,1,2
"1108",1,2,NA,NA,1,1
"1109",2,2,NA,NA,1,1
"1110",1,1,NA,NA,1,1
"1111",2,1,NA,NA,1,1
"1112",1,2,NA,NA,1,1
"1113",2,1,NA,NA,2,1
"1114",2,2,NA,NA,1,1
"1115",1,2,NA,NA,1,1
"1116",2,1,NA,NA,2,2
"1117",2,1,NA,NA,1,1
"1118",2,1,NA,NA,2,1
"1119",2,1,NA,NA,2,2
"1120",2,1,NA,NA,2,2
"1121",2,1,NA,NA,2,1
"1122",2,1,NA,NA,2,2
"1123",1,1,1,1,1,1
"1124",1,2,NA,NA,1,1
"1125",1,1,NA,NA,2,2
"1126",1,2,NA,NA,1,1
"1127",1,1,NA,NA,1,1
"1128",1,2,NA,NA,1,1
"1129",2,1,NA,NA,2,2
"1130",1,2,NA,NA,1,1
"1131",1,2,NA,NA,1,1
"1132",2,1,NA,NA,2,2
"1133",1,1,NA,NA,2,1
"1134",2,1,NA,NA,2,2
"1135",2,1,NA,NA,2,1
"1136",1,2,NA,NA,2,1
"1137",2,1,NA,NA,2,2
"1138",2,1,NA,NA,1,1
"1139",1,1,NA,NA,1,1
"1140",2,1,NA,NA,2,2
"1141",2,1,NA,NA,2,2
"1142",2,1,NA,NA,2,1
"1143",2,1,NA,NA,2,2
"1144",1,1,NA,NA,1,1
"1145",2,1,NA,NA,2,2
"1146",2,1,NA,NA,2,1
"1147",1,1,NA,NA,1,1
"1148",2,1,NA,NA,2,1
"1149",2,1,NA,NA,2,2
"1150",1,2,NA,NA,1,1
"1151",2,1,NA,NA,2,2
"1152",1,NA,NA,NA,1,1
"1153",1,2,NA,NA,1,1
"1154",1,2,NA,NA,1,1
"1155",2,1,NA,NA,2,2
"1156",2,1,NA,NA,2,1
"1157",2,1,NA,NA,2,2
"1158",1,1,NA,NA,1,1
"1159",1,2,NA,NA,1,1
"1160",2,1,NA,NA,2,2
"1161",2,1,NA,NA,2,2
"1162",2,1,NA,NA,2,2
"1163",2,1,NA,NA,2,2
"1164",1,1,NA,NA,1,1
"1165",1,2,NA,NA,1,1
"1166",1,2,NA,NA,1,1
"1167",2,1,NA,NA,2,1
"1168",2,1,NA,NA,2,1
"1169",1,2,NA,NA,1,1
"1170",1,2,NA,NA,1,1
"1171",2,1,NA,NA,2,2
"1172",1,1,NA,NA,1,1
"1173",1,2,NA,NA,1,1
"1174",2,1,NA,NA,2,2
"1175",2,1,NA,NA,2,2
"1176",2,2,NA,NA,2,2
"1177",2,1,NA,NA,2,2
"1178",2,1,NA,NA,NA,NA
"1179",2,1,NA,NA,2,1
"1180",2,1,NA,NA,2,1
"1181",1,1,NA,NA,1,1
"1182",1,1,NA,NA,1,2
"1183",1,2,NA,NA,1,1
"1184",2,1,1,2,1,1
"1185",1,1,NA,NA,1,1
"1186",1,2,NA,NA,1,1
"1187",2,1,NA,NA,2,1
"1188",2,1,NA,NA,2,2
"1189",1,2,NA,NA,1,1
"1190",2,1,NA,NA,2,2
"1191",1,1,NA,NA,1,2
"1192",1,2,NA,NA,1,1
"1193",2,1,NA,NA,2,2
"1194",2,1,NA,NA,2,2
"1195",1,2,NA,NA,1,1
"1196",2,1,NA,NA,2,2
"1197",1,2,NA,NA,1,1
"1198",1,1,NA,NA,1,1
"1199",2,1,NA,NA,2,2
"1200",2,1,NA,NA,2,1
"1201",2,1,NA,NA,2,2
"1202",2,1,NA,NA,2,2
"1203",2,1,NA,NA,2,2
"1204",1,1,NA,NA,1,1
"1205",1,2,NA,NA,1,1
"1206",2,1,NA,NA,2,2
"1207",2,1,NA,NA,2,2
"1208",1,2,NA,NA,2,2
"1209",2,1,NA,NA,2,2
"1210",1,1,NA,NA,1,2
"1211",2,1,NA,NA,2,2
"1212",1,1,NA,NA,1,1
"1213",2,1,NA,NA,2,2
"1214",1,1,NA,NA,1,1
"1215",2,1,NA,NA,2,1
"1216",1,1,NA,NA,1,1
"1217",1,2,NA,NA,1,1
"1218",2,1,NA,NA,2,2
"1219",1,2,NA,NA,1,1
"1220",2,1,NA,NA,2,2
"1221",1,1,NA,NA,1,1
"1222",1,2,NA,NA,1,1
"1223",2,1,NA,NA,2,2
"1224",1,2,NA,NA,1,1
"1225",2,1,NA,NA,2,2
"1226",1,2,NA,NA,1,1
"1227",2,1,NA,NA,1,1
"1228",2,1,NA,NA,2,2
"1229",2,1,NA,NA,1,1
"1230",1,2,1,2,1,1
"1231",1,1,NA,NA,2,1
"1232",2,1,NA,NA,2,2
"1233",2,1,NA,NA,2,1
"1234",1,1,NA,NA,1,1
"1235",2,1,NA,NA,2,2
"1236",1,2,NA,NA,1,1
"1237",1,2,NA,NA,1,1
"1238",1,1,NA,NA,1,1
"1239",2,1,NA,NA,2,2
"1240",1,2,NA,NA,1,2
"1241",1,1,NA,NA,2,1
"1242",1,2,NA,NA,1,1
"1243",2,1,NA,NA,1,1
"1244",1,1,NA,NA,2,1
"1245",2,1,NA,NA,2,2
"1246",2,1,NA,NA,2,2
"1247",2,1,NA,NA,2,2
"1248",2,1,NA,NA,2,2
"1249",2,1,NA,NA,1,2
"1250",2,1,NA,NA,2,2
"1251",2,1,NA,NA,2,1
"1252",2,1,NA,NA,2,2
"1253",2,1,NA,NA,2,2
"1254",1,1,NA,NA,1,1
"1255",1,1,NA,NA,1,1
"1256",1,1,NA,NA,2,1
"1257",2,1,NA,NA,2,2
"1258",2,1,NA,NA,2,2
"1259",1,1,NA,NA,1,1
"1260",2,1,NA,NA,2,2
"1261",1,1,NA,NA,1,1
"1262",2,1,NA,NA,2,2
"1263",2,1,NA,NA,2,2
"1264",2,1,NA,NA,2,2
"1265",2,1,NA,NA,2,2
"1266",1,2,NA,NA,1,1
"1267",1,1,NA,NA,1,2
"1268",1,1,NA,NA,1,1
"1269",2,1,NA,NA,2,2
"1270",2,1,NA,NA,2,1
"1271",2,1,NA,NA,2,2
"1272",2,1,NA,NA,2,1
"1273",2,1,NA,NA,1,1
"1274",2,2,NA,NA,1,1
"1275",1,2,NA,NA,1,1
"1276",1,2,NA,NA,2,2
"1277",2,1,NA,NA,2,2
"1278",1,2,NA,NA,1,1
"1279",2,1,NA,NA,2,NA
"1280",1,2,NA,NA,2,1
"1281",1,1,NA,NA,1,1
"1282",2,1,NA,NA,2,2
"1283",2,2,NA,NA,2,1
"1284",2,1,NA,NA,2,2
"1285",1,2,NA,NA,1,1
"1286",2,1,NA,NA,2,1
"1287",1,1,NA,NA,1,1
"1288",2,1,NA,NA,2,2
"1289",1,1,NA,NA,2,2
"1290",1,2,1,2,1,1
"1291",1,2,NA,NA,1,1
"1292",2,1,NA,NA,2,2
"1293",2,1,NA,NA,2,1
"1294",1,1,NA,NA,1,1
"1295",2,1,NA,NA,2,1
"1296",1,2,NA,NA,1,1
"1297",1,2,NA,NA,1,1
"1298",2,1,NA,NA,2,1
"1299",2,1,NA,NA,2,2
"1300",2,1,NA,NA,1,1
"1301",2,1,NA,NA,2,2
"1302",1,1,NA,NA,1,1
"1303",1,1,NA,NA,1,1
"1304",1,1,NA,NA,1,1
"1305",1,2,NA,NA,1,1
"1306",2,1,NA,NA,2,2
"1307",1,1,NA,NA,1,1
"1308",2,1,NA,NA,2,2
"1309",2,1,NA,NA,2,2
"1310",2,1,1,2,1,1
"1311",2,1,NA,NA,2,2
"1312",2,1,NA,NA,1,2
"1313",1,2,NA,NA,1,1
"1314",2,1,NA,NA,2,2
"1315",2,1,NA,NA,2,2
"1316",1,1,NA,NA,2,2
"1317",2,1,NA,NA,2,2
"1318",1,1,NA,NA,1,1
"1319",2,1,NA,NA,2,1
"1320",2,1,NA,NA,2,2
"1321",2,1,NA,NA,2,2
"1322",2,1,NA,NA,2,NA
"1323",2,2,NA,NA,2,2
"1324",2,1,NA,NA,2,2
"1325",1,1,NA,NA,1,1
"1326",1,2,NA,NA,2,1
"1327",1,2,NA,NA,1,1
"1328",1,1,NA,NA,1,2
"1329",1,2,NA,NA,1,1
"1330",2,1,NA,NA,2,2
"1331",1,1,NA,NA,1,1
"1332",2,1,2,2,2,1
"1333",2,2,NA,NA,1,1
"1334",2,1,NA,NA,2,1
"1335",1,1,NA,NA,1,1
"1336",2,1,NA,NA,2,2
"1337",1,1,NA,NA,1,2
"1338",2,1,NA,NA,2,2
"1339",2,1,NA,NA,2,2
"1340",1,2,NA,NA,1,1
"1341",2,1,NA,NA,2,2
"1342",2,1,NA,NA,2,2
"1343",2,1,NA,NA,2,2
"1344",2,1,NA,NA,2,2
"1345",1,1,NA,NA,1,2
"1346",2,1,NA,NA,2,2
"1347",1,2,NA,NA,1,1
"1348",2,1,NA,NA,2,2
"1349",2,1,NA,NA,2,2
"1350",2,1,NA,NA,2,1
"1351",2,1,NA,NA,2,2
"1352",2,1,NA,NA,2,1
"1353",1,1,NA,NA,1,1
"1354",1,2,NA,NA,1,1
"1355",1,2,NA,NA,1,1
"1356",2,1,NA,NA,1,1
"1357",2,1,NA,NA,2,2
"1358",1,1,NA,NA,1,1
"1359",1,1,NA,NA,1,2
"1360",2,1,NA,NA,2,NA
"1361",1,1,NA,NA,1,1
"1362",2,1,NA,NA,2,1
"1363",2,1,NA,NA,2,2
"1364",1,1,NA,NA,1,1
"1365",2,1,NA,NA,2,2
"1366",1,2,NA,NA,1,1
"1367",1,2,NA,NA,1,2
"1368",1,2,NA,NA,1,1
"1369",2,1,NA,NA,2,2
"1370",1,2,NA,NA,1,1
"1371",1,2,NA,NA,1,1
"1372",1,2,NA,NA,1,2
"1373",2,1,NA,NA,1,1
"1374",1,1,NA,NA,2,1
"1375",2,1,NA,NA,2,1
"1376",1,1,NA,NA,1,2
"1377",1,2,NA,NA,1,2
"1378",1,1,NA,NA,1,1
"1379",1,1,NA,NA,1,1
"1380",2,1,NA,NA,2,2
"1381",2,1,NA,NA,2,2
"1382",1,2,NA,NA,1,1
"1383",1,1,1,2,1,2
"1384",1,1,1,1,1,1
"1385",1,1,NA,NA,2,2
"1386",2,2,NA,NA,2,2
"1387",2,1,NA,NA,2,2
"1388",2,1,NA,NA,2,2
"1389",2,1,NA,NA,1,2
"1390",1,1,NA,NA,2,2
"1391",1,2,NA,NA,1,2
"1392",2,1,NA,NA,2,2
"1393",2,1,NA,NA,2,2
"1394",1,1,NA,NA,1,1
"1395",1,2,NA,NA,1,1
"1396",2,1,NA,NA,2,2
"1397",1,2,NA,NA,1,1
"1398",2,1,2,2,2,2
"1399",1,2,NA,NA,1,1
"1400",2,1,2,2,2,2
"1401",2,1,NA,NA,2,2
"1402",1,2,1,2,1,1
"1403",2,1,2,2,1,2
"1404",1,1,NA,NA,2,2
"1405",2,1,NA,NA,2,2
"1406",1,1,NA,NA,1,1
"1407",2,1,NA,NA,2,2
"1408",1,2,NA,NA,1,1
"1409",2,2,NA,NA,2,2
"1410",2,1,1,2,2,1
"1411",2,1,2,2,2,2
"1412",2,1,2,2,2,2
"1413",2,1,2,2,2,2
"1414",2,2,1,2,1,1
"1415",1,2,2,2,1,1
"1416",1,1,1,2,1,1
"1417",2,1,2,2,2,2
"1418",2,1,2,2,2,1
"1419",1,1,1,1,1,1
"1420",2,1,2,1,2,2
"1421",2,1,2,2,2,2
"1422",2,1,2,2,2,2
"1423",2,1,2,2,2,2
"1424",2,1,2,2,2,2
"1425",1,1,1,1,1,1
"1426",2,1,1,2,2,2
"1427",1,1,1,1,1,1
"1428",2,1,1,1,1,2
"1429",2,1,1,1,1,1
"1430",2,1,2,2,2,2
"1431",2,1,2,2,2,2
"1432",2,2,2,2,1,1
"1433",1,1,1,1,2,1
"1434",2,1,2,2,2,2
"1435",2,1,2,2,2,2
"1436",1,1,1,2,1,1
"1437",2,1,2,2,2,2
"1438",1,2,1,1,1,1
"1439",2,1,2,2,2,2
"1440",1,1,2,2,2,1
"1441",1,1,1,1,1,1
"1442",2,1,2,2,2,2
"1443",1,1,1,1,1,1
"1444",2,2,1,2,2,2
"1445",2,1,2,2,2,2
"1446",2,1,2,2,2,2
"1447",1,1,1,1,1,1
"1448",1,1,1,1,1,1
"1449",2,2,1,1,2,2
"1450",1,2,1,2,1,1
"1451",2,1,1,2,1,1
"1452",2,1,2,2,2,2
"1453",2,1,2,2,2,2
"1454",1,1,1,1,2,1
"1455",2,1,2,2,2,2
"1456",2,1,2,2,2,2
"1457",2,1,2,2,2,2
"1458",2,1,2,2,2,2
"1459",2,1,2,2,2,2
"1460",2,1,2,2,2,1
"1461",1,2,1,2,1,1
"1462",1,2,1,2,1,2
"1463",1,1,1,1,1,2
"1464",2,2,1,2,2,1
"1465",2,1,2,2,2,2
"1466",2,1,2,1,2,2
"1467",2,1,2,2,1,1
"1468",2,1,2,2,2,2
"1469",1,1,1,1,1,1
"1470",2,1,2,2,1,1
"1471",1,2,1,2,1,1
"1472",2,1,2,2,2,2
"1473",1,2,1,1,1,1
"1474",2,1,2,2,2,1
"1475",1,1,1,1,1,1
"1476",1,2,1,1,1,1
"1477",1,1,1,1,1,1
"1478",1,2,2,2,1,1
"1479",1,1,1,1,1,1
"1480",1,1,2,2,1,1
"1481",2,1,2,2,2,2
"1482",2,1,2,2,2,2
"1483",1,2,2,2,1,2
"1484",1,2,1,2,1,1
"1485",2,1,2,2,2,2
"1486",2,1,2,2,2,2
"1487",1,1,1,1,1,1
"1488",2,1,2,1,2,2
"1489",2,1,1,2,1,1
"1490",2,1,2,2,2,1
"1491",2,1,1,2,2,2
"1492",1,2,1,2,1,1
"1493",2,1,2,1,2,1
"1494",2,2,2,2,1,1
"1495",1,1,1,1,2,1
"1496",2,1,2,2,2,2
"1497",1,1,1,1,2,2
"1498",1,1,1,1,1,1
"1499",1,NA,1,1,1,1
"1500",2,1,2,2,2,2
"1501",2,1,2,2,2,2
"1502",1,1,1,1,1,1
"1503",2,1,2,2,2,2
"1504",1,2,1,2,1,1
"1505",2,1,2,2,2,2
"1506",NA,NA,NA,NA,NA,NA
"1507",1,1,1,1,1,1
"1508",2,1,2,2,2,2
"1509",2,1,2,1,2,2
"1510",1,1,1,1,1,1
"1511",1,2,1,2,1,1
"1512",NA,2,2,2,1,1
"1513",1,1,2,1,2,2
"1514",1,2,1,2,1,1
"1515",2,1,2,2,2,2
"1516",1,1,1,1,1,1
"1517",1,2,1,2,1,2
"1518",2,1,2,2,2,2
"1519",1,1,1,1,1,1
"1520",2,1,2,2,1,1
"1521",2,1,2,2,2,2
"1522",2,2,1,1,2,2
"1523",2,1,2,2,2,2
"1524",2,1,2,2,2,2
"1525",2,1,1,2,1,1
"1526",2,2,1,2,1,1
"1527",2,1,2,2,2,2
"1528",2,1,2,2,1,2
"1529",1,1,1,2,1,1
"1530",2,1,2,2,2,1
"1531",2,1,2,2,2,2
"1532",2,1,2,2,2,1
"1533",1,1,1,2,2,2
"1534",1,2,1,1,1,1
"1535",2,1,2,1,2,2
"1536",2,1,2,2,2,2
"1537",2,2,1,1,1,1
"1538",2,1,1,2,2,2
"1539",1,1,1,1,1,2
"1540",1,2,1,1,1,1
"1541",2,1,2,2,1,1
"1542",2,1,2,1,2,1
"1543",2,1,2,2,2,2
"1544",2,1,1,1,2,1
"1545",2,1,1,2,2,2
"1546",2,1,2,2,2,2
"1547",1,2,1,2,1,1
"1548",2,1,2,2,2,2
"1549",2,2,1,2,1,1
"1550",1,2,1,2,1,1
"1551",2,1,2,1,2,1
"1552",2,1,1,2,2,2
"1553",2,1,2,2,2,2
"1554",2,1,2,2,2,2
"1555",2,1,1,2,2,2
"1556",1,2,1,1,1,1
"1557",2,2,2,2,2,2
"1558",2,1,2,1,2,2
"1559",2,1,2,2,2,2
"1560",2,1,2,1,1,1
"1561",1,2,1,2,1,2
"1562",2,1,2,2,2,2
"1563",2,1,2,2,2,2
"1564",1,2,1,1,1,1
"1565",1,2,1,1,1,1
"1566",2,1,2,2,2,2
"1567",2,1,2,2,2,1
"1568",1,1,2,2,1,1
"1569",1,1,1,2,1,1
"1570",2,1,2,2,2,2
"1571",2,1,2,2,2,2
"1572",1,2,1,2,1,1
"1573",1,1,1,1,1,1
"1574",1,1,1,1,1,1
"1575",1,2,1,1,1,1
"1576",2,1,2,2,2,1
"1577",1,2,1,2,1,1
"1578",2,1,2,2,2,1
"1579",1,2,1,2,1,1
"1580",1,1,1,1,1,1
"1581",1,2,2,1,1,1
"1582",2,1,2,2,1,1
"1583",1,1,1,1,1,1
"1584",1,1,1,1,2,2
"1585",1,2,1,1,1,1
"1586",2,1,2,2,2,2
"1587",2,1,2,2,2,2
"1588",2,1,2,2,2,2
"1589",1,1,1,1,1,1
"1590",1,2,1,1,1,1
"1591",1,2,1,1,1,1
"1592",2,1,2,2,2,2
"1593",1,1,1,1,1,1
"1594",2,1,2,2,2,1
"1595",2,2,1,2,1,1
"1596",1,2,1,2,1,1
"1597",1,1,2,1,1,1
"1598",1,1,1,1,1,1
"1599",2,1,2,2,2,2
"1600",2,1,2,1,2,1
"1601",2,1,2,2,2,2
"1602",2,1,2,2,2,1
"1603",1,2,1,2,1,1
"1604",1,1,1,1,1,1
"1605",1,1,1,1,1,1
"1606",2,1,2,2,2,2
"1607",1,2,1,2,1,2
"1608",2,1,2,2,1,2
"1609",2,1,2,NA,2,1
"1610",1,2,1,2,1,1
"1611",2,1,2,2,2,2
"1612",2,1,2,2,1,1
"1613",2,1,2,2,2,2
"1614",1,1,1,1,1,1
"1615",1,1,1,1,1,1
"1616",1,1,1,1,1,1
"1617",2,1,2,2,2,1
"1618",1,1,2,2,1,1
"1619",2,1,2,2,2,2
"1620",2,1,2,2,2,2
"1621",1,1,2,1,2,1
"1622",1,2,1,2,1,1
"1623",1,1,2,2,1,1
"1624",1,1,2,2,2,1
"1625",1,2,1,2,1,2
"1626",2,1,2,2,2,2
"1627",1,1,1,1,1,1
"1628",1,1,1,1,1,1
"1629",1,1,1,1,1,1
"1630",1,2,1,2,1,1
"1631",2,1,2,2,2,1
"1632",2,1,2,2,2,2
"1633",1,2,1,2,1,1
"1634",1,2,1,1,1,1
"1635",2,1,2,2,2,1
"1636",1,2,1,2,1,1
"1637",1,2,1,1,1,1
